@Relation RenaultDataSet

@Attribute Model	{Megane,Clio,Laguna,Scenic,Modus,Kangoo,Grand,Twingo,Espace,Vel,Koleos,Fluence,Captur,Express,Fuego,Latitude,Nevada,Rapid,Safrane,Thalia}
@Attribute Kilometres		NUMERIC
@Attribute Price			NUMERIC
@Attribute Year 			NUMERIC 
@Attribute HorsePower		NUMERIC
@Attribute Fuel			    NUMERIC
@Attribute AirCondition	    NUMERIC
@Attribute NumOfDoors		NUMERIC
@Attribute Gear			    NUMERIC

@Data
Scenic,1,3650,2004,61,0,0,1,0
Vel,181000,4390,2002,120,0,0,1,0
Grand,180000,3300,2004,88,0,1,1,0
Grand,180000,3300,2004,88,0,0,1,0
Kangoo,135000,2700,2002,55,0,0,1,1
Clio,175160,2290,2005,48,1,1,0,0
Twingo,138353,1700,2001,43,0,0,0,0
Kangoo,142000,3350,2004,55,0,0,1,0
Megane,158414,2100,2001,79,1,0,1,0
Scenic,1,3500,2003,88,1,0,1,0
Megane,197698,3100,2003,88,0,0,1,0
Clio,220000,2300,2004,55,0,1,0,0
Megane,135000,2550,2003,74,0,1,0,0
Clio,154000,2500,2006,48,1,1,0,0
Laguna,194000,8050,2009,110,1,0,1,1
Megane,230000,3400,2003,88,0,0,0,0
Megane,165217,2500,2002,102,0,0,1,0
Fluence,60000,8500,2010,66,0,1,1,0
Scenic,126000,7999,2011,81,1,1,1,0
Laguna,195960,1400,1998,68,0,0,1,0
Scenic,194000,2200,2001,70,0,0,1,0
Megane,150000,3050,2003,60,0,1,1,0
Clio,129000,2200,2001,55,1,1,0,0
Scenic,211500,6499,2009,78,0,0,1,0
Clio,203000,1750,2001,43,0,1,0,0
Laguna,220000,2600,2004,74,0,0,1,0
Scenic,143700,3050,2003,83,0,1,1,0
Scenic,121000,3250,2004,60,0,1,1,0
Espace,100000,650,2001,95,0,0,1,0
Megane,150000,2200,2002,75,0,0,1,0
Laguna,1111111,1300,1995,84,1,1,1,0
Clio,234000,1450,1992,99,1,0,0,0
Megane,158245,1900,2002,96,1,1,0,0
Laguna,290000,1800,2002,88,1,1,1,0
Vel,222000,4000,2003,110,1,1,1,0
Megane,169000,3200,2003,88,0,1,1,0
Laguna,156000,3750,2004,88,0,1,1,0
Megane,265000,1999,2001,75,0,0,1,0
Megane,178000,3000,2004,88,0,0,1,0
Twingo,61000,5500,2009,88,1,1,0,0
Clio,145000,1850,2001,48,0,1,0,0
Laguna,190083,2550,2003,79,0,1,1,0
Megane,227000,2700,2003,88,0,1,1,0
Megane,140000,3700,2006,78,0,1,0,0
Laguna,218000,2250,2002,74,1,1,1,0
Megane,180000,2600,2003,88,0,1,1,0
Scenic,209000,3500,2003,88,1,0,1,0
Grand,161000,4650,2006,96,0,0,1,0
Scenic,210000,3550,2003,83,0,1,1,0
Laguna,201000,2200,2002,74,0,0,1,0
Laguna,318000,1700,1999,72,0,0,1,0
Laguna,200000,2000,2001,85,0,0,1,0
Megane,216000,4200,2007,78,0,1,1,0
Scenic,170000,2190,2001,70,0,0,1,0
Clio,237000,1300,2001,72,0,0,0,0
Laguna,138657,4350,2006,100,1,1,1,0
Laguna,168920,2299,2002,85,0,1,1,1
Megane,175892,3100,2005,74,0,0,1,0
Twingo,138000,1600,2002,55,1,0,0,0
Scenic,170000,3500,2004,88,0,1,1,0
Scenic,174183,2990,2005,88,0,0,1,0
Megane,167000,5660,2009,78,0,1,1,0
Clio,147804,1990,2003,72,0,0,0,0
Kangoo,190000,3200,2003,60,0,0,1,0
Laguna,307000,1900,2002,89,1,1,1,0
Clio,170173,1900,1999,55,1,1,1,0
Clio,137000,1050,1998,40,1,0,1,0
Scenic,144926,3400,2003,83,0,0,1,0
Laguna,166000,2550,2002,88,0,0,1,0
Megane,167000,6100,2010,63,0,1,1,0
Laguna,250000,2150,2001,79,0,0,1,0
Laguna,228000,2500,2001,88,1,1,1,0
Megane,180000,2400,2001,81,0,0,0,0
Scenic,174736,3500,2004,88,1,1,1,0
Megane,153768,4600,2008,63,1,0,1,0
Scenic,175000,3100,2004,88,0,0,1,0
Clio,297000,1400,2002,40,0,1,0,0
Kangoo,77000,3400,2002,37,1,1,1,0
Laguna,232103,2700,2003,88,0,0,1,0
Scenic,270000,3000,2004,88,0,0,1,0
Laguna,207000,2400,2003,88,0,0,1,0
Laguna,255500,2200,2002,88,0,0,1,0
Scenic,212000,3300,2001,75,0,1,1,0
Megane,190000,3050,2003,76,0,1,1,0
Kangoo,176000,2590,2003,48,0,1,1,0
Megane,2,2950,2003,99,1,0,0,0
Scenic,208000,4250,2007,96,0,1,1,0
Vel,180000,4000,2003,140,0,1,1,1
Grand,179000,5500,2005,110,1,1,1,0
Laguna,222800,2350,2001,89,0,0,1,0
Scenic,3,1800,1998,66,1,0,1,0
Clio,143409,3250,2005,44,0,0,1,0
Scenic,169000,2690,2003,74,0,1,1,0
Clio,202000,2400,2005,50,0,0,0,0
Clio,164771,1890,2001,55,1,0,1,0
Twingo,132606,1790,2001,55,0,0,0,0
Laguna,117379,6990,2008,110,0,1,1,0
Megane,154000,3250,2005,83,0,0,1,0
Megane,244400,1250,1998,66,0,0,1,0
Laguna,293000,1100,1994,66,0,0,1,0
Laguna,218600,1800,2000,72,0,0,1,0
Twingo,185000,1650,2001,43,1,0,0,0
Laguna,185400,3050,2002,88,1,0,1,0
Laguna,185000,1350,1998,80,0,0,1,0
Laguna,225000,1850,2001,83,0,0,1,0
Laguna,214000,700,2000,101,0,0,1,0
Megane,198000,2699,2003,88,1,1,1,0
Megane,165700,2690,2003,88,1,1,0,0
Megane,177000,2650,2003,60,0,0,0,0
Scenic,184500,2400,2001,79,0,0,1,0
Clio,221165,2250,2004,60,1,1,0,0
Laguna,265000,1150,1996,66,0,1,1,0
Twingo,128000,1550,2002,43,0,1,0,0
Megane,195000,6450,2010,63,1,0,1,0
Scenic,167364,2399,2001,79,0,0,1,0
Scenic,154000,3500,2005,88,0,1,1,0
Espace,270000,2950,2002,100,0,1,1,0
Megane,96,4500,2007,78,1,0,1,0
Megane,145000,2550,2004,99,0,0,0,0
Clio,181,2050,2002,55,0,1,1,0
Megane,315818,2550,2003,65,1,0,1,0
Megane,187500,2300,2004,88,0,1,0,0
Megane,119500,2650,2003,88,1,1,1,0
Clio,149140,2650,2005,43,0,0,0,0
Clio,170000,1690,2001,55,0,0,0,0
Megane,250000,1600,2001,79,1,0,1,0
Laguna,233000,3100,2002,89,1,1,1,0
Scenic,177000,2600,2001,101,1,0,1,1
Scenic,205000,2999,2002,100,1,0,1,0
Megane,133000,3500,2003,88,0,1,1,0
Scenic,200000,2600,2003,88,1,1,1,0
Megane,223000,2500,2001,88,1,0,1,0
Clio,260000,2300,2002,48,0,1,0,0
Clio,126000,2250,2004,55,0,0,0,0
Megane,200000,2450,2004,60,1,1,1,0
Laguna,214000,2300,2003,103,0,1,1,0
Laguna,226522,2000,2001,79,0,1,1,0
Scenic,160000,2650,2002,79,1,0,1,0
Scenic,117000,4250,2005,78,1,0,1,0
Clio,150000,1899,2001,79,0,1,0,0
Twingo,190000,1650,2001,55,0,1,0,0
Clio,131000,1800,2002,45,1,0,0,0
Espace,216000,4450,2005,85,0,0,1,0
Clio,190000,1150,1997,55,0,1,0,0
Scenic,121000,900,1999,79,0,0,1,0
Scenic,200000,2750,2002,102,0,0,1,0
Scenic,162000,2500,2001,79,1,1,1,0
Megane,97000,4300,2006,63,0,0,1,0
Modus,122000,3550,2007,55,1,0,1,0
Laguna,175634,2999,2003,88,1,0,1,0
Scenic,175000,2100,2001,79,0,0,1,0
Megane,185000,2800,2003,60,0,1,1,0
Clio,136000,4500,2008,50,0,0,1,0
Modus,166570,3550,2005,55,1,0,1,0
Scenic,190000,2000,2003,75,0,1,1,0
Clio,148035,600,1998,55,0,0,0,0
Laguna,156862,3690,2004,88,0,0,1,0
Kangoo,183537,2950,2005,44,0,1,0,0
Megane,177344,2900,2003,88,1,1,1,0
Scenic,159620,3590,2003,88,0,0,1,0
Scenic,209000,2999,2004,88,0,0,1,0
Megane,220000,1950,2001,75,1,1,1,0
Laguna,237000,2350,2001,79,1,0,1,0
Megane,176000,4250,2006,110,1,0,1,0
Laguna,198000,3299,2003,88,0,0,1,0
Clio,42000,4900,2009,60,0,0,0,0
Megane,220000,3000,2004,60,0,1,1,0
Kangoo,200000,2000,2003,42,1,0,1,0
Laguna,170000,2600,2003,77,0,0,1,0
Laguna,180000,2500,2001,81,0,0,1,0
Espace,287000,2800,2001,103,0,0,1,0
Laguna,290000,1500,1998,84,0,0,1,0
Laguna,205000,2400,2001,85,1,0,1,0
Twingo,109000,1600,2002,43,1,1,0,0
Laguna,169754,4000,2003,74,1,1,1,0
Megane,198026,2990,2005,88,0,0,1,0
Kangoo,181314,2750,2002,48,0,0,1,0
Laguna,193000,3590,2005,110,1,1,1,0
Clio,244,1900,2002,72,0,0,0,0
Clio,114000,2250,2001,79,0,1,1,0
Laguna,200000,2450,2002,78,0,1,1,0
Kangoo,250000,3450,2007,51,0,1,1,0
Kangoo,250000,3449,2007,51,1,1,1,0
Megane,220000,4500,2007,96,0,0,1,0
Clio,149827,5099,2010,55,0,0,0,0
Laguna,175578,4350,2007,81,0,0,1,0
Megane,242290,2100,2000,57,1,0,1,0
Clio,138849,2200,2002,60,0,0,1,0
Megane,236500,1500,1999,66,0,0,1,0
Megane,222300,2350,2002,79,1,1,1,0
Clio,195000,1450,2001,47,1,0,0,0
Megane,210000,2700,2005,60,0,1,1,0
Grand,234000,3900,2005,90,0,0,1,1
Megane,189000,4000,2006,97,0,0,1,0
Megane,175000,2350,2004,72,0,1,0,0
Megane,200000,2200,2002,81,0,1,1,0
Megane,180000,1999,2002,70,1,1,0,0
Clio,115000,4590,2008,114,0,0,1,0
Grand,216140,2300,2002,102,0,1,1,0
Laguna,170000,2000,2002,74,0,1,1,0
Laguna,225880,2750,2003,79,0,0,1,0
Laguna,195000,3900,2006,96,1,0,1,0
Kangoo,150000,3250,2008,44,1,0,0,0
Scenic,215000,3400,2004,88,0,0,1,0
Scenic,172800,3200,2004,90,0,0,1,0
Twingo,19000,9300,2012,75,1,0,0,0
Laguna,240000,3000,2001,88,0,1,1,0
Laguna,188000,2500,2002,74,0,0,1,0
Kangoo,245000,2800,2003,35,1,1,1,0
Clio,183000,1300,2000,79,0,0,0,0
Megane,169000,4600,2008,96,1,1,1,0
Laguna,191000,2600,2002,74,0,0,1,0
Koleos,94500,10600,2010,110,0,0,1,0
Megane,229500,3150,2006,78,0,1,0,0
Clio,16300,4900,2009,50,1,1,0,0
Megane,161249,3150,2004,60,0,1,1,0
Clio,145858,1900,2004,48,1,1,0,0
Scenic,143000,2550,2001,79,0,1,1,0
Laguna,190000,2200,2002,90,1,0,1,0
Megane,215000,1800,2003,75,1,0,1,0
Clio,137000,2600,2002,55,1,1,1,0
Laguna,185000,1430,2002,80,1,1,1,0
Megane,152000,3250,2004,88,1,0,1,0
Espace,217000,2500,2002,88,1,1,1,0
Megane,145000,2300,2001,75,1,0,1,0
Megane,180000,2850,2002,75,0,0,1,0
Megane,199000,3250,2005,88,1,0,1,0
Espace,160000,3300,2003,120,1,0,1,0
Fluence,60000,8300,2010,81,1,1,1,0
Kangoo,200000,2500,2002,60,0,0,1,0
Megane,197500,3600,2005,60,0,0,1,0
Megane,215000,2850,2004,88,0,1,1,0
Clio,115000,2550,2003,44,0,1,1,0
Laguna,230000,2200,2002,110,0,0,1,0
Laguna,177000,2300,2003,88,1,1,1,0
Laguna,264000,2850,2004,88,0,1,1,0
Megane,174000,3000,2003,83,1,0,1,0
Twingo,83460,3700,2008,43,1,0,0,0
Clio,147000,2437,2004,60,1,1,1,0
Megane,242341,3300,2006,63,1,0,0,0
Clio,191600,2200,2003,43,1,0,0,0
Megane,166500,2750,2003,72,0,0,1,0
Clio,217000,950,1998,44,1,0,0,0
Scenic,230000,3300,2003,89,1,0,1,0
Laguna,230000,2400,2002,103,0,1,1,0
Megane,220000,1300,1998,47,0,1,1,0
Clio,231000,1990,2001,48,0,1,0,0
Megane,150000,3350,2007,63,0,0,1,0
Scenic,230000,2900,2002,96,0,1,1,0
Kangoo,200000,2300,2003,42,1,0,0,0
Laguna,172000,4100,2005,88,1,0,1,0
Safrane,180000,1150,1996,125,1,0,1,0
Megane,243156,3600,2005,88,0,0,1,0
Megane,150000,5500,2008,82,0,0,1,0
Kangoo,153170,1000,2001,55,1,1,1,0
Megane,142000,2800,2004,88,0,0,1,0
Scenic,197000,5100,2007,78,0,0,1,0
Megane,133000,3800,2005,63,0,0,1,0
Laguna,18000,2250,2002,89,0,1,1,0
Clio,152000,1850,2001,44,0,0,0,0
Kangoo,164000,2490,2002,59,1,0,1,0
Scenic,180000,2500,2000,79,1,0,1,0
Megane,202000,2800,2003,60,0,1,1,0
Scenic,141000,2800,2004,81,0,0,1,0
Megane,190000,2400,2001,79,0,0,1,0
Megane,100000,3500,2002,88,1,0,1,0
Twingo,230000,480,1999,45,1,1,0,0
Megane,265000,2650,2004,74,0,0,1,0
Scenic,160000,2650,2002,77,1,1,1,0
Megane,157000,1850,2001,59,1,0,1,0
Laguna,190405,2500,2001,89,0,0,1,0
Scenic,194823,3300,2004,88,0,0,1,0
Scenic,200000,3550,2006,96,0,1,1,0
Scenic,161000,5600,2007,96,1,0,1,0
Clio,118884,4199,2007,74,0,1,1,0
Modus,25500,4200,2006,55,1,1,1,0
Clio,190000,1100,1995,47,0,0,1,0
Scenic,172700,1050,2002,103,0,0,1,0
Scenic,164000,2320,2000,79,0,0,1,0
Clio,180000,1350,2004,48,0,1,0,0
Clio,174202,2350,2005,45,0,0,0,0
Laguna,178000,2649,2003,88,0,1,1,0
Kangoo,160470,2990,2002,60,0,0,1,0
Laguna,237000,2500,2004,75,0,0,1,0
Megane,174334,3450,2005,60,0,0,1,0
Megane,256,3700,2007,96,0,1,1,0
Megane,217000,2500,2004,88,0,0,1,0
Grand,220000,3150,2002,95,0,0,1,0
Laguna,220865,2500,2003,110,0,1,1,0
Megane,280000,2190,2000,75,0,0,1,0
Safrane,2,999,1992,85,0,0,1,0
Clio,193000,1200,1997,32,1,1,0,0
Megane,153000,5300,2008,63,0,1,1,0
Clio,162000,4000,2008,50,0,1,0,0
Thalia,156000,1900,2001,55,0,1,1,0
Clio,215000,1500,1999,47,0,0,0,0
Megane,266000,2600,2003,88,0,1,1,0
Kangoo,156000,4200,2006,70,0,1,1,0
Clio,143000,2000,2002,43,0,1,0,0
Laguna,208450,2400,2001,88,1,0,1,0
Megane,187000,2999,2004,88,0,0,1,0
Megane,162000,3400,2003,88,1,0,0,0
Megane,207500,2500,2002,83,0,0,0,0
Clio,153000,2450,2004,48,0,1,0,0
Vel,160000,3800,2003,110,0,1,1,0
Twingo,177999,1400,2002,44,0,0,0,0
Megane,216000,1850,2003,75,1,0,1,0
Megane,205000,2149,2002,75,0,0,1,0
Megane,128500,2850,2004,60,0,0,0,0
Scenic,300000,2600,2004,85,0,1,1,0
Laguna,195000,4200,2005,88,0,1,1,0
Scenic,178000,3250,2004,88,0,0,1,0
Megane,153300,2700,2004,74,0,1,0,0
Clio,246000,2650,2003,48,0,1,1,0
Laguna,233500,3000,2004,88,0,0,1,0
Laguna,310000,1750,1998,68,0,1,1,0
Laguna,176000,7800,2009,110,0,0,1,0
Clio,165000,2450,2002,59,0,1,1,0
Megane,255568,1400,1998,55,1,1,1,0


